nmfreq,tauO,tauO,tauO,tauO,cO,cO,cO,cO,omegaO,omegaO,omegaO,omegaO
1.0800000e+01,5.0000000e+01,3.9896367e+01,1.1229609e+01,3.7448964e+00,4.4281657e-02,3.6759400e-02,5.3024694e-02,6.7280415e-02,1.0856995e+01,1.0947950e+01,1.1065054e+01,1.1349069e+01
1.0900000e+01,5.0000000e+01,4.0379860e+01,1.1317345e+01,3.7683447e+00,4.4098809e-02,3.6423893e-02,5.2499978e-02,6.6643980e-02,1.0956834e+01,1.1047593e+01,1.1164023e+01,1.1446064e+01
1.1000000e+01,5.0000000e+01,4.1455253e+01,1.1438642e+01,3.7912885e+00,4.3999495e-02,3.5989919e-02,5.1930155e-02,6.6053931e-02,1.1056774e+01,1.1147519e+01,1.1263143e+01,1.1542934e+01
1.1100000e+01,5.0000000e+01,4.1215573e+01,1.1474251e+01,3.8110544e+00,4.3802085e-02,3.5839830e-02,5.1456894e-02,6.5335597e-02,1.1156679e+01,1.1247379e+01,1.1362816e+01,1.1641217e+01
1.1200000e+01,5.0000000e+01,4.2580410e+01,1.1618576e+01,3.8365392e+00,4.3686444e-02,3.5349564e-02,5.0901107e-02,6.4815361e-02,1.1256546e+01,1.1347081e+01,1.1461508e+01,1.1737483e+01
1.1300000e+01,5.0000000e+01,4.2639040e+01,1.1670105e+01,3.8557654e+00,4.3537343e-02,3.5156965e-02,5.0416590e-02,6.4132326e-02,1.1356513e+01,1.1447116e+01,1.1561316e+01,1.1835811e+01
1.1400000e+01,5.0000000e+01,4.3258437e+01,1.1765375e+01,3.8796031e+00,4.3367704e-02,3.4829356e-02,4.9929526e-02,6.3554217e-02,1.1456358e+01,1.1546771e+01,1.1660311e+01,1.1932908e+01
1.1500000e+01,5.0000000e+01,4.4336908e+01,1.1883104e+01,3.9020689e+00,4.3268147e-02,3.4450379e-02,4.9407271e-02,6.2996852e-02,1.1556308e+01,1.1646729e+01,1.1759595e+01,1.2030147e+01
1.1600000e+01,5.0000000e+01,4.4099354e+01,1.1920363e+01,3.9220929e+00,4.3078619e-02,3.4305410e-02,4.8972580e-02,6.2337092e-02,1.1656210e+01,1.1746575e+01,1.1859254e+01,1.2128492e+01
1.1700000e+01,5.0000000e+01,4.5618709e+01,1.2068497e+01,3.9474235e+00,4.2970702e-02,3.3850268e-02,4.8458143e-02,6.1854923e-02,1.1756092e+01,1.1846316e+01,1.1958075e+01,1.2225039e+01
1.1800000e+01,5.0000000e+01,4.5583678e+01,1.2113893e+01,3.9663492e+00,4.2821360e-02,3.3688560e-02,4.8018549e-02,6.1213574e-02,1.1856056e+01,1.1946347e+01,1.2057943e+01,1.2323589e+01
1.1900000e+01,5.0000000e+01,4.6710499e+01,1.2236842e+01,3.9908536e+00,4.2686818e-02,3.3317197e-02,4.7544612e-02,6.0711942e-02,1.1955926e+01,1.2046059e+01,1.2156911e+01,1.2420558e+01
1.2000000e+01,5.0000000e+01,4.7180429e+01,1.2311876e+01,4.0109617e+00,4.2565359e-02,3.3083372e-02,4.7094675e-02,6.0127961e-02,1.2055897e+01,1.2146098e+01,1.2256631e+01,1.2518755e+01
1.2100000e+01,5.0000000e+01,4.7419253e+01,1.2380338e+01,4.0332521e+00,4.2390960e-02,3.2862915e-02,4.6679451e-02,5.9567229e-02,1.2155766e+01,1.2245827e+01,1.2355957e+01,1.2616589e+01
1.2200000e+01,5.0000000e+01,4.8975748e+01,1.2521188e+01,4.0569371e+00,4.2298506e-02,3.2469896e-02,4.6202517e-02,5.9096499e-02,1.2255698e+01,1.2345716e+01,1.2455119e+01,1.2713721e+01
1.2300000e+01,5.0000000e+01,4.8581731e+01,1.2549437e+01,4.0760287e+00,4.2127437e-02,3.2362973e-02,4.5815265e-02,5.8485037e-02,1.2355629e+01,1.2445658e+01,1.2554980e+01,1.2812475e+01
1.2400000e+01,5.0000000e+01,4.9750962e+01,1.2682671e+01,4.1009005e+00,4.1995073e-02,3.2034277e-02,4.5360369e-02,5.8024768e-02,1.2455489e+01,1.2545369e+01,1.2654033e+01,1.2909592e+01
1.2500000e+01,5.0000000e+01,4.9751220e+01,1.2741321e+01,4.1204600e+00,4.1859152e-02,3.1894805e-02,4.4944613e-02,5.7453503e-02,1.2555445e+01,1.2645413e+01,1.2753962e+01,1.3008230e+01
1.2600000e+01,5.0000000e+01,4.9751244e+01,1.2807946e+01,4.1426216e+00,4.1682976e-02,3.1731009e-02,4.4550664e-02,5.6925334e-02,1.2655303e+01,1.2745147e+01,1.2853407e+01,1.3106296e+01
1.2700000e+01,5.0000000e+01,4.9751244e+01,1.2907722e+01,4.1649654e+00,4.1538545e-02,3.1616391e-02,4.4088165e-02,5.6407825e-02,1.2755183e+01,1.2845067e+01,1.2953206e+01,1.3204517e+01
1.2800000e+01,5.0000000e+01,4.9751244e+01,1.2945925e+01,4.1842964e+00,4.1387420e-02,3.1451460e-02,4.3735702e-02,5.5860191e-02,1.2855128e+01,1.2944998e+01,1.3052928e+01,1.3303126e+01
1.2900000e+01,5.0000000e+01,4.9751242e+01,1.3050604e+01,4.2084347e+00,4.1221586e-02,3.1324677e-02,4.3296218e-02,5.5376430e-02,1.2954952e+01,1.3044738e+01,1.3152451e+01,1.3401050e+01
1.3000000e+01,5.0000000e+01,4.9751244e+01,1.3109011e+01,4.2276726e+00,4.1091186e-02,3.1190741e-02,4.2910234e-02,5.4846004e-02,1.3054912e+01,1.3144784e+01,1.3252396e+01,1.3499789e+01
1.3100000e+01,5.0000000e+01,4.9751244e+01,1.3188775e+01,4.2504005e+00,4.0927187e-02,3.1047346e-02,4.2521950e-02,5.4360844e-02,1.3154769e+01,1.3244547e+01,1.3351919e+01,1.3597924e+01
1.3200000e+01,5.0000000e+01,4.9751244e+01,1.3268328e+01,4.2708866e+00,4.0797840e-02,3.0929785e-02,4.2116494e-02,5.3859246e-02,1.3254701e+01,1.3344564e+01,1.3451857e+01,1.3696540e+01
1.3300000e+01,5.0000000e+01,4.9751242e+01,1.3317142e+01,4.2916322e+00,4.0640123e-02,3.0770591e-02,4.1782299e-02,5.3365848e-02,1.3354605e+01,1.3444387e+01,1.3551436e+01,1.3794982e+01
1.3400000e+01,5.0000000e+01,4.9751242e+01,1.3427658e+01,4.3152136e+00,4.0494351e-02,3.0661681e-02,4.1357147e-02,5.2909868e-02,1.3454461e+01,1.3544232e+01,1.3651146e+01,1.3893169e+01
1.3500000e+01,5.0000000e+01,4.9751243e+01,1.3467714e+01,4.3339921e+00,4.0361773e-02,3.0516686e-02,4.1029129e-02,5.2408574e-02,1.3554427e+01,1.3644239e+01,1.3751017e+01,1.3992022e+01
1.3600000e+01,5.0000000e+01,4.9751243e+01,1.3561263e+01,4.3576920e+00,4.0201154e-02,3.0385427e-02,4.0651851e-02,5.1967827e-02,1.3654266e+01,1.3743969e+01,1.3850516e+01,1.4090123e+01
1.3700000e+01,5.0000000e+01,4.9751244e+01,1.3639851e+01,4.3780205e+00,4.0077480e-02,3.0272090e-02,4.0275359e-02,5.1498449e-02,1.3754205e+01,1.3843995e+01,1.3950478e+01,1.4188853e+01
1.3800000e+01,5.0000000e+01,4.9751244e+01,1.3690679e+01,4.3988494e+00,3.9926013e-02,3.0121091e-02,3.9961867e-02,5.1040525e-02,1.3854109e+01,1.3943819e+01,1.4050071e+01,1.4287364e+01
1.3900000e+01,5.0000000e+01,4.9751244e+01,1.3803762e+01,4.4223073e+00,3.9787703e-02,3.0017865e-02,3.9561679e-02,5.0615635e-02,1.3953976e+01,1.4043684e+01,1.4149821e+01,1.4385664e+01
1.4000000e+01,5.0000000e+01,4.9751243e+01,1.3842846e+01,4.4410724e+00,3.9659368e-02,2.9878231e-02,3.9257582e-02,5.0147789e-02,1.4053940e+01,1.4143684e+01,1.4249693e+01,1.4484583e+01
1.4100000e+01,5.0000000e+01,4.9751244e+01,1.3939499e+01,4.4648890e+00,3.9506480e-02,2.9754380e-02,3.8902097e-02,4.9737251e-02,1.4153787e+01,1.4243430e+01,1.4349229e+01,1.4582785e+01
1.4200000e+01,5.0000000e+01,4.9751244e+01,1.4017542e+01,4.4850607e+00,3.9387859e-02,2.9644852e-02,3.8551408e-02,4.9297665e-02,1.4253732e+01,1.4343462e+01,1.4449209e+01,1.4681612e+01
1.4300000e+01,5.0000000e+01,4.9751244e+01,1.4078911e+01,4.5064980e+00,3.9243603e-02,2.9507311e-02,3.8245186e-02,4.8874800e-02,1.4353630e+01,1.4443290e+01,1.4548833e+01,1.4780150e+01
1.4400000e+01,5.0000000e+01,4.9751244e+01,1.4179748e+01,4.5282428e+00,3.9121663e-02,2.9408341e-02,3.7879796e-02,4.8462235e-02,1.4453543e+01,1.4543264e+01,1.4648752e+01,1.4878802e+01
1.4500000e+01,5.0000000e+01,4.9751244e+01,1.4217545e+01,4.5479051e+00,3.8987325e-02,2.9266041e-02,3.7604994e-02,4.8032101e-02,1.4553483e+01,1.4643175e+01,1.4748487e+01,1.4977628e+01
1.4600000e+01,5.0000000e+01,4.9751244e+01,1.4333173e+01,4.5719838e+00,3.8848538e-02,2.9162326e-02,3.7245618e-02,4.7651807e-02,1.4653339e+01,1.4742984e+01,1.4848154e+01,1.5075944e+01
1.4700000e+01,5.0000000e+01,4.9751244e+01,1.4386323e+01,4.5910479e+00,3.8732750e-02,2.9042332e-02,3.6948223e-02,4.7228075e-02,1.4753306e+01,1.4843023e+01,1.4948122e+01,1.5174965e+01
1.4800000e+01,5.0000000e+01,4.9751244e+01,1.4463625e+01,4.6137678e+00,3.8588148e-02,2.8914280e-02,3.6648281e-02,4.6845069e-02,1.4853179e+01,1.4942794e+01,1.5047681e+01,1.5273400e+01
1.4900000e+01,5.0000000e+01,4.9751244e+01,1.4564954e+01,4.6354105e+00,3.8471469e-02,2.8818655e-02,3.6305864e-02,4.6457776e-02,1.4953100e+01,1.5042779e+01,1.5147623e+01,1.5372145e+01
1.5000000e+01,5.0000000e+01,4.9751244e+01,1.4603484e+01,4.6550336e+00,3.8341927e-02,2.8682289e-02,3.6048041e-02,4.6056157e-02,1.5053039e+01,1.5142689e+01,1.5247365e+01,1.5471022e+01
1.5100000e+01,5.0000000e+01,4.9751244e+01,1.4721484e+01,4.6790995e+00,3.8209764e-02,2.8583735e-02,3.5709325e-02,4.5699237e-02,1.5152904e+01,1.5242515e+01,1.5347069e+01,1.5569444e+01
1.5200000e+01,5.0000000e+01,4.9751244e+01,1.4775285e+01,4.6980192e+00,3.8097997e-02,2.8468072e-02,3.5429899e-02,4.5302695e-02,1.5252873e+01,1.5342554e+01,1.5447044e+01,1.5668518e+01
1.5300000e+01,5.0000000e+01,4.9751244e+01,1.4855733e+01,4.7209371e+00,3.7959310e-02,2.8346482e-02,3.5146255e-02,4.4944748e-02,1.5352749e+01,1.5442333e+01,1.5546624e+01,1.5767022e+01
1.5400000e+01,5.0000000e+01,4.9751244e+01,1.4945691e+01,4.7412518e+00,3.7855081e-02,2.8254026e-02,3.4832133e-02,4.4568416e-02,1.5452704e+01,1.5542402e+01,1.5646697e+01,1.5866045e+01
1.5500000e+01,5.0000000e+01,4.9751244e+01,1.5002274e+01,4.7625651e+00,3.7722164e-02,2.8125560e-02,3.4577808e-02,4.4206383e-02,1.5552611e+01,1.5642231e+01,1.5746332e+01,1.5964755e+01
1.5600000e+01,5.0000000e+01,4.9751244e+01,1.5121855e+01,4.7857124e+00,3.7604673e-02,2.8036789e-02,3.4252311e-02,4.3863993e-02,1.5652508e+01,1.5742152e+01,1.5846195e+01,1.6063411e+01
1.5700000e+01,5.0000000e+01,4.9751243e+01,1.5158572e+01,4.8045066e+00,3.7489750e-02,2.7913126e-02,3.4013079e-02,4.3488953e-02,1.5752470e+01,1.5842137e+01,1.5946073e+01,1.6162518e+01
1.5800000e+01,5.0000000e+01,4.9751244e+01,1.5268244e+01,4.8285121e+00,3.7359098e-02,2.7810133e-02,3.3716471e-02,4.3163378e-02,1.5852339e+01,1.5941932e+01,1.6045714e+01,1.6260997e+01
1.5900000e+01,5.0000000e+01,4.9751244e+01,1.5345312e+01,4.8485059e+00,3.7254621e-02,2.7711572e-02,3.3437382e-02,4.2806734e-02,1.5952297e+01,1.6041976e+01,1.6145735e+01,1.6360081e+01
1.6000000e+01,5.0000000e+01,4.9751242e+01,1.5403364e+01,4.8700659e+00,3.7126564e-02,2.7588805e-02,3.3198125e-02,4.2466605e-02,1.6052204e+01,1.6141807e+01,1.6245383e+01,1.6458850e+01
1.6100000e+01,5.0000000e+01,4.9751244e+01,1.5527175e+01,4.8930849e+00,3.7014136e-02,2.7503857e-02,3.2888608e-02,4.2145568e-02,1.6152108e+01,1.6241741e+01,1.6345271e+01,1.6557580e+01
1.6200000e+01,5.0000000e+01,4.9751244e+01,1.5563854e+01,4.9120461e+00,3.6902601e-02,2.7384471e-02,3.2664445e-02,4.1792984e-02,1.6252070e+01,1.6341720e+01,1.6445148e+01,1.6656726e+01
1.6300000e+01,5.0000000e+01,4.9751244e+01,1.5677364e+01,4.9362547e+00,3.6777456e-02,2.7286224e-02,3.2383148e-02,4.1486920e-02,1.6351944e+01,1.6441528e+01,1.6544813e+01,1.6755280e+01
1.6400000e+01,5.0000000e+01,4.9751244e+01,1.5754450e+01,4.9559746e+00,3.6676419e-02,2.7190304e-02,3.2120953e-02,4.1151331e-02,1.6451905e+01,1.6541573e+01,1.6644841e+01,1.6854420e+01
1.6500000e+01,5.0000000e+01,4.9751244e+01,1.5813876e+01,4.9776387e+00,3.6553067e-02,2.7072580e-02,3.1895174e-02,4.0831734e-02,1.6551814e+01,1.6641409e+01,1.6744503e+01,1.6953242e+01
1.6600000e+01,5.0000000e+01,4.9751244e+01,1.5933983e+01,4.9995271e+00,3.6453287e-02,2.6993721e-02,3.1602006e-02,4.0519464e-02,1.6651750e+01,1.6741433e+01,1.6844539e+01,1.7052219e+01
1.6700000e+01,5.0000000e+01,4.9751244e+01,1.5974419e+01,5.0195463e+00,3.6337546e-02,2.6874596e-02,3.1393613e-02,4.0195824e-02,1.6751689e+01,1.6841335e+01,1.6944295e+01,1.7151246e+01
1.6800000e+01,5.0000000e+01,4.9751244e+01,1.6107066e+01,5.0437443e+00,3.6224080e-02,2.6790583e-02,3.1108376e-02,3.9907883e-02,1.6851578e+01,1.6941212e+01,1.7044095e+01,1.7249923e+01
1.6900000e+01,5.0000000e+01,4.9751244e+01,1.6157501e+01,5.0626980e+00,3.6123588e-02,2.6686016e-02,3.0886838e-02,3.9583092e-02,1.6951549e+01,1.7041242e+01,1.7144079e+01,1.7349184e+01
1.7000000e+01,5.0000000e+01,4.9751244e+01,1.6251455e+01,5.0861264e+00,3.6002772e-02,2.6582922e-02,3.0647334e-02,3.9296076e-02,1.7051437e+01,1.7141051e+01,1.7243728e+01,1.7447879e+01
1.7100000e+01,5.0000000e+01,4.9751244e+01,1.6359303e+01,5.1075604e+00,3.5904690e-02,2.6500011e-02,3.0383432e-02,3.8997624e-02,1.7151381e+01,1.7241069e+01,1.7343743e+01,1.7546943e+01
1.7200000e+01,5.0000000e+01,4.9751244e+01,1.6400982e+01,5.1277322e+00,3.5792606e-02,2.6385291e-02,3.0186904e-02,3.8692925e-02,1.7251319e+01,1.7340969e+01,1.7443503e+01,1.7646010e+01
1.7300000e+01,5.0000000e+01,4.9751244e+01,1.6537124e+01,5.1520055e+00,3.5683774e-02,2.6304415e-02,2.9916158e-02,3.8420909e-02,1.7351214e+01,1.7440858e+01,1.7543326e+01,1.7744757e+01
1.7400000e+01,5.0000000e+01,4.9751244e+01,1.6586261e+01,5.1708591e+00,3.5586274e-02,2.6202598e-02,2.9708631e-02,3.8113947e-02,1.7451186e+01,1.7540887e+01,1.7643311e+01,1.7844060e+01
1.7500000e+01,5.0000000e+01,4.9751244e+01,1.6683977e+01,5.1944234e+00,3.5470183e-02,2.6103966e-02,2.9480613e-02,3.7843516e-02,1.7551079e+01,1.7640705e+01,1.7742981e+01,1.7942813e+01
1.7600000e+01,5.0000000e+01,4.9751244e+01,1.6795508e+01,5.2158466e+00,3.5375791e-02,2.6023799e-02,2.9229174e-02,3.7561962e-02,1.7651026e+01,1.7740731e+01,1.7843010e+01,1.8041924e+01
1.7700000e+01,5.0000000e+01,4.9751244e+01,1.6837907e+01,5.2361258e+00,3.5267350e-02,2.5913399e-02,2.9043758e-02,3.7274290e-02,1.7750965e+01,1.7840632e+01,1.7942777e+01,1.8141031e+01
1.7800000e+01,5.0000000e+01,4.9751244e+01,1.6983538e+01,5.2597423e+00,3.5169831e-02,2.5841381e-02,2.8776673e-02,3.7012857e-02,1.7850885e+01,1.7940603e+01,1.8042743e+01,1.8239954e+01
1.7900000e+01,5.0000000e+01,4.9751244e+01,1.7018736e+01,5.2789331e+00,3.5069094e-02,2.5734596e-02,2.8596287e-02,3.6723316e-02,1.7950845e+01,1.8040572e+01,1.8142621e+01,1.8339231e+01
1.8000000e+01,5.0000000e+01,4.9751244e+01,1.7150334e+01,5.3035591e+00,3.4960279e-02,2.5650675e-02,2.8355192e-02,3.6474673e-02,1.8050737e+01,1.8140419e+01,1.8242367e+01,1.8437980e+01
1.8100000e+01,5.0000000e+01,4.9751244e+01,1.7229078e+01,5.3236021e+00,3.4869668e-02,2.5563215e-02,2.8141661e-02,3.6196211e-02,1.8150705e+01,1.8240466e+01,1.8342410e+01,1.8537287e+01
1.8200000e+01,5.0000000e+01,4.9751244e+01,1.7298303e+01,5.3457321e+00,3.4760166e-02,2.5461067e-02,2.7951570e-02,3.5936463e-02,1.8250619e+01,1.8340313e+01,1.8442109e+01,1.8636243e+01
1.8300000e+01,5.0000000e+01,4.9751244e+01,1.7438423e+01,5.3689560e+00,3.4665867e-02,2.5388189e-02,2.7704482e-02,3.5686479e-02,1.8350547e+01,1.8440292e+01,1.8542081e+01,1.8735251e+01
1.8400000e+01,5.0000000e+01,4.9751244e+01,1.7473594e+01,5.3883067e+00,3.4568219e-02,2.5284790e-02,2.7534254e-02,3.5412404e-02,1.8450508e+01,1.8540260e+01,1.8641963e+01,1.8834560e+01
1.8500000e+01,5.0000000e+01,4.9751244e+01,1.7610423e+01,5.4129588e+00,3.4463728e-02,2.5204283e-02,2.7304027e-02,3.5177181e-02,1.8550405e+01,1.8640120e+01,1.8741733e+01,1.8933372e+01
1.8600000e+01,5.0000000e+01,4.9751244e+01,1.7690963e+01,5.4330516e+00,3.4376037e-02,2.5119355e-02,2.7101285e-02,3.4913379e-02,1.8650375e+01,1.8740170e+01,1.8841783e+01,1.9032715e+01
1.8700000e+01,5.0000000e+01,4.9751244e+01,1.7765318e+01,5.4552991e+00,3.4270372e-02,2.5021599e-02,2.6918773e-02,3.4668714e-02,1.8750292e+01,1.8840022e+01,1.8941495e+01,1.9131706e+01
1.8800000e+01,5.0000000e+01,4.9751244e+01,1.7910935e+01,5.4788359e+00,3.4179505e-02,2.4951238e-02,2.6682714e-02,3.4431554e-02,1.8850224e+01,1.8940009e+01,1.9041482e+01,1.9230762e+01
1.8900000e+01,5.0000000e+01,4.9751244e+01,1.7947004e+01,5.4982609e+00,3.4084529e-02,2.4851156e-02,2.6521615e-02,3.4172443e-02,1.8950184e+01,1.9039974e+01,1.9141363e+01,1.9330094e+01
1.9000000e+01,5.0000000e+01,4.9751244e+01,1.8104472e+01,5.5230293e+00,3.3989269e-02,2.4780444e-02,2.6288175e-02,3.3948417e-02,1.9050097e+01,1.9139899e+01,1.9241253e+01,1.9429018e+01
1.9100000e+01,5.0000000e+01,4.9751244e+01,1.8154025e+01,5.5422701e+00,3.3900737e-02,2.4688032e-02,2.6118563e-02,3.3692951e-02,1.9150069e+01,1.9239919e+01,1.9341237e+01,1.9528433e+01
1.9200000e+01,5.0000000e+01,4.9751244e+01,1.8268560e+01,5.5663932e+00,3.3798239e-02,2.4602456e-02,2.5922644e-02,3.3470954e-02,1.9249973e+01,1.9339764e+01,1.9440962e+01,1.9627332e+01
1.9300000e+01,5.0000000e+01,4.9751244e+01,1.8388975e+01,5.5882115e+00,3.3713850e-02,2.4529091e-02,2.5712714e-02,3.3235210e-02,1.9349931e+01,1.9439802e+01,1.9541019e+01,1.9726602e+01
1.9400000e+01,5.0000000e+01,4.9751244e+01,1.8435252e+01,5.6090305e+00,3.3616290e-02,2.4431146e-02,2.5558764e-02,3.2996988e-02,1.9449871e+01,1.9539704e+01,1.9640803e+01,1.9825818e+01
1.9500000e+01,5.0000000e+01,4.9751244e+01,1.8600358e+01,5.6339622e+00,3.3524602e-02,2.4363026e-02,2.5334422e-02,3.2784847e-02,1.9549788e+01,1.9639640e+01,1.9740711e+01,1.9924788e+01
1.9600000e+01,5.0000000e+01,4.9751244e+01,1.8648398e+01,5.6531928e+00,3.3438623e-02,2.4273000e-02,2.5175166e-02,3.2541500e-02,1.9649762e+01,1.9739660e+01,1.9840699e+01,2.0024243e+01
1.9700000e+01,5.0000000e+01,4.9751244e+01,1.8770022e+01,5.6776867e+00,3.3339836e-02,2.4191009e-02,2.4986534e-02,3.2331384e-02,1.9749668e+01,1.9839513e+01,1.9940441e+01,2.0123180e+01
1.9800000e+01,5.0000000e+01,4.9751244e+01,1.8895254e+01,5.6996678e+00,3.3258193e-02,2.4119808e-02,2.4786007e-02,3.2107316e-02,1.9849629e+01,1.9939555e+01,2.0040508e+01,2.0222489e+01
1.9900000e+01,5.0000000e+01,4.9751244e+01,1.8944109e+01,5.7205481e+00,3.3163521e-02,2.4025329e-02,2.4639145e-02,3.1881914e-02,1.9949569e+01,2.0039458e+01,2.0140297e+01,2.0321728e+01
2.0000000e+01,5.0000000e+01,4.9751244e+01,1.9118248e+01,5.7458386e+00,3.3075069e-02,2.3959798e-02,2.4423042e-02,3.1680801e-02,2.0049491e+01,2.0139402e+01,2.0240221e+01,2.0420735e+01
2.0100000e+01,5.0000000e+01,4.9751244e+01,1.9166483e+01,5.7653523e+00,3.2991258e-02,2.3872144e-02,2.4272853e-02,3.1449164e-02,2.0149463e+01,2.0239418e+01,2.0340205e+01,2.0520216e+01
2.0200000e+01,5.0000000e+01,4.9751244e+01,1.9320633e+01,5.7903688e+00,3.2899486e-02,2.3800067e-02,2.4075422e-02,3.1252373e-02,2.0249378e+01,2.0339318e+01,2.0440039e+01,2.0619197e+01
2.0300000e+01,5.0000000e+01,4.9751244e+01,1.9404375e+01,5.8107223e+00,3.2819781e-02,2.3721809e-02,2.3908101e-02,3.1029674e-02,2.0349352e+01,2.0439365e+01,2.0540094e+01,2.0718661e+01
2.0400000e+01,5.0000000e+01,4.9751244e+01,1.9489321e+01,5.8339120e+00,3.2725159e-02,2.3635391e-02,2.3753492e-02,3.0825144e-02,2.0449274e+01,2.0539230e+01,2.0639840e+01,2.0817770e+01
2.0500000e+01,5.0000000e+01,4.9751244e+01,1.9656787e+01,5.8578915e+00,3.2644224e-02,2.3571655e-02,2.3549973e-02,3.0626564e-02,2.0549219e+01,2.0639239e+01,2.0739867e+01,2.0916965e+01
2.0600000e+01,5.0000000e+01,4.9751244e+01,1.9691651e+01,5.8778033e+00,3.2557926e-02,2.3481154e-02,2.3417828e-02,3.0408356e-02,2.0649179e+01,2.0739199e+01,2.0839752e+01,2.1016392e+01
2.0700000e+01,5.0000000e+01,4.9751244e+01,1.9864188e+01,5.9037804e+00,3.2468943e-02,2.3413458e-02,2.3223514e-02,3.0223373e-02,2.0749093e+01,2.0839100e+01,2.0939596e+01,2.1115380e+01
2.0800000e+01,5.0000000e+01,4.9751244e+01,1.9949812e+01,5.9241014e+00,3.2391555e-02,2.3337164e-02,2.3064394e-02,3.0011261e-02,2.0849069e+01,2.0939149e+01,2.1039657e+01,2.1214874e+01
2.0900000e+01,5.0000000e+01,4.9751244e+01,2.0039945e+01,5.9475147e+00,3.2299977e-02,2.3253894e-02,2.2915838e-02,2.9817221e-02,2.0948992e+01,2.1039019e+01,2.1139413e+01,2.1314010e+01
2.1000000e+01,5.0000000e+01,4.9751244e+01,2.0216315e+01,5.9719317e+00,3.2221818e-02,2.3192276e-02,2.2720238e-02,2.9627686e-02,2.1048940e+01,2.1139036e+01,2.1239455e+01,2.1413248e+01
2.1100000e+01,5.0000000e+01,4.9751244e+01,2.0251543e+01,5.9919457e+00,3.2137827e-02,2.3104485e-02,2.2595154e-02,2.9419884e-02,2.1148901e+01,2.1238995e+01,2.1339342e+01,2.1512701e+01
2.1200000e+01,5.0000000e+01,4.9751244e+01,2.0436635e+01,6.0182545e+00,3.2051867e-02,2.3039525e-02,2.2406412e-02,2.9244909e-02,2.1248818e+01,2.1338904e+01,2.1439202e+01,2.1611715e+01
2.1300000e+01,5.0000000e+01,4.9751244e+01,2.0524382e+01,6.0389355e+00,3.1976423e-02,2.2965063e-02,2.2255504e-02,2.9042305e-02,2.1348794e+01,2.1438951e+01,2.1539261e+01,2.1711235e+01
2.1400000e+01,5.0000000e+01,4.9751244e+01,2.0650853e+01,6.0633002e+00,3.1889635e-02,2.2890258e-02,2.2098127e-02,2.8861642e-02,2.1448720e+01,2.1538847e+01,2.1639073e+01,2.1810370e+01
2.1500000e+01,5.0000000e+01,4.9751244e+01,2.0789764e+01,6.0860370e+00,3.1815682e-02,2.2824467e-02,2.1928679e-02,2.8670477e-02,2.1548686e+01,2.1638897e+01,2.1739156e+01,2.1909800e+01
2.1600000e+01,5.0000000e+01,4.9751244e+01,2.0846163e+01,6.1076648e+00,3.1729901e-02,2.2739903e-02,2.1804206e-02,2.8480855e-02,2.1648629e+01,2.1738802e+01,2.1838960e+01,2.2009119e+01
2.1700000e+01,5.0000000e+01,4.9751244e+01,2.1053509e+01,6.1339804e+00,3.1651082e-02,2.2681109e-02,2.1614499e-02,2.8311320e-02,2.1748562e+01,2.1838773e+01,2.1938929e+01,2.2108254e+01
2.1800000e+01,5.0000000e+01,4.9751244e+01,2.1099222e+01,6.1538206e+00,3.1574338e-02,2.2600481e-02,2.1491416e-02,2.8113890e-02,2.1848535e+01,2.1938782e+01,2.2038912e+01,2.2207821e+01
2.1900000e+01,5.0000000e+01,4.9751244e+01,2.1255242e+01,6.1796719e+00,3.1489086e-02,2.2530804e-02,2.1332143e-02,2.7946638e-02,2.1948455e+01,2.2038666e+01,2.2138713e+01,2.2306907e+01
2.2000000e+01,5.0000000e+01,4.9751244e+01,2.1401518e+01,6.2025910e+00,3.1417336e-02,2.2466684e-02,2.1169283e-02,2.7764445e-02,2.2048424e+01,2.2138719e+01,2.2238803e+01,2.2406362e+01
2.2100000e+01,5.0000000e+01,4.9751244e+01,2.1457155e+01,6.2243145e+00,3.1334011e-02,2.2384510e-02,2.1051788e-02,2.7583008e-02,2.2148367e+01,2.2238627e+01,2.2338614e+01,2.2505714e+01
2.2200000e+01,5.0000000e+01,4.9751244e+01,2.1676726e+01,6.2510435e+00,3.1257814e-02,2.2327618e-02,2.0868697e-02,2.7421200e-02,2.2248304e+01,2.2338606e+01,2.2438598e+01,2.2604887e+01
2.2300000e+01,5.0000000e+01,4.9751244e+01,2.1725305e+01,6.2709530e+00,3.1183173e-02,2.2249336e-02,2.0750875e-02,2.7233039e-02,2.2348278e+01,2.2438616e+01,2.2538584e+01,2.2704473e+01
2.2400000e+01,5.0000000e+01,4.9751244e+01,2.1893664e+01,6.2973393e+00,3.1100652e-02,2.2182354e-02,2.0596115e-02,2.7074112e-02,2.2448200e+01,2.2538507e+01,2.2638399e+01,2.2803580e+01
2.2500000e+01,5.0000000e+01,4.9751244e+01,2.2015121e+01,6.3189791e+00,3.1033096e-02,2.2117261e-02,2.0450161e-02,2.6892242e-02,2.2548183e+01,2.2638594e+01,2.2738542e+01,2.2903194e+01
2.2600000e+01,5.0000000e+01,4.9751244e+01,2.2129311e+01,6.3433396e+00,3.0950538e-02,2.2043480e-02,2.0319173e-02,2.6729263e-02,2.2648112e+01,2.2738478e+01,2.2838329e+01,2.3002409e+01
