nmfreq,tauO,tauO,tauO,cO,cO,cO,omegaO,omegaO,omegaO
1.4400000e+01,5.0000000e+01,1.8549908e+01,5.1157922e+00,3.6004660e-02,4.0597822e-02,5.6931196e-02,1.4453430e+01,1.4551464e+01,1.4754847e+01
1.4500000e+01,5.0000000e+01,1.8635150e+01,5.1386281e+00,3.5914879e-02,4.0310886e-02,5.6477873e-02,1.4553384e+01,1.4651355e+01,1.4853781e+01
1.4600000e+01,5.0000000e+01,1.8725817e+01,5.1640572e+00,3.5795507e-02,4.0029238e-02,5.6048379e-02,1.4653258e+01,1.4751018e+01,1.4952429e+01
1.4700000e+01,5.0000000e+01,1.8881853e+01,5.1901746e+00,3.5714083e-02,3.9690597e-02,5.5638408e-02,1.4753167e+01,1.4850822e+01,1.5051044e+01
1.4800000e+01,5.0000000e+01,1.8925657e+01,5.2124832e+00,3.5603009e-02,3.9452636e-02,5.5193015e-02,1.4853101e+01,1.4950634e+01,1.5150052e+01
1.4900000e+01,5.0000000e+01,1.9088460e+01,5.2402428e+00,3.5505563e-02,3.9120753e-02,5.4805345e-02,1.4952964e+01,1.5050307e+01,1.5248510e+01
1.5000000e+01,5.0000000e+01,1.9171241e+01,5.2628396e+00,3.5417969e-02,3.8853599e-02,5.4378888e-02,1.5052921e+01,1.5150209e+01,1.5347519e+01
1.5100000e+01,5.0000000e+01,1.9267736e+01,5.2884970e+00,3.5304031e-02,3.8585065e-02,5.3977801e-02,1.5152798e+01,1.5249886e+01,1.5446220e+01
1.5200000e+01,5.0000000e+01,1.9424472e+01,5.3143872e+00,3.5225837e-02,3.8267292e-02,5.3591814e-02,1.5252716e+01,1.5349715e+01,1.5544929e+01
1.5300000e+01,5.0000000e+01,1.9467932e+01,5.3368560e+00,3.5117629e-02,3.8044368e-02,5.3173604e-02,1.5352649e+01,1.5449528e+01,1.5643985e+01
1.5400000e+01,5.0000000e+01,1.9646570e+01,5.3642047e+00,3.5035821e-02,3.7719381e-02,5.2809254e-02,1.5452540e+01,1.5549289e+01,1.5742568e+01
1.5500000e+01,5.0000000e+01,1.9697198e+01,5.3859118e+00,3.4938943e-02,3.7494211e-02,5.2399948e-02,1.5552494e+01,1.5649170e+01,1.5841697e+01
1.5600000e+01,5.0000000e+01,1.9837881e+01,5.4131387e+00,3.4837422e-02,3.7209033e-02,5.2037878e-02,1.5652363e+01,1.5748847e+01,1.5940318e+01
1.5700000e+01,5.0000000e+01,1.9957851e+01,5.4369876e+00,3.4760066e-02,3.6936899e-02,5.1658638e-02,1.5752312e+01,1.5848748e+01,1.6039285e+01
1.5800000e+01,5.0000000e+01,2.0023464e+01,5.4609415e+00,3.4650723e-02,3.6712527e-02,5.1277753e-02,1.5852218e+01,1.5948495e+01,1.6138231e+01
1.5900000e+01,5.0000000e+01,2.0203354e+01,5.4879792e+00,3.4572177e-02,3.6406606e-02,5.0934135e-02,1.5952118e+01,1.6048281e+01,1.6236904e+01
1.6000000e+01,5.0000000e+01,2.0252126e+01,5.5098949e+00,3.4477407e-02,3.6196372e-02,5.0547707e-02,1.6052072e+01,1.6148164e+01,1.6336083e+01
1.6100000e+01,5.0000000e+01,2.0400887e+01,5.5371976e+00,3.4380844e-02,3.5922758e-02,5.0208905e-02,1.6151947e+01,1.6247860e+01,1.6434757e+01
1.6200000e+01,5.0000000e+01,2.0520153e+01,5.5608313e+00,3.4305369e-02,3.5667496e-02,4.9850689e-02,1.6251900e+01,1.6347773e+01,1.6533792e+01
1.6300000e+01,5.0000000e+01,2.0587939e+01,5.5849752e+00,3.4199716e-02,3.5454985e-02,4.9492389e-02,1.6351807e+01,1.6447526e+01,1.6632782e+01
1.6400000e+01,5.0000000e+01,2.0770955e+01,5.6119203e+00,3.4124423e-02,3.5165635e-02,4.9167857e-02,1.6451715e+01,1.6547335e+01,1.6731535e+01
1.6500000e+01,5.0000000e+01,2.0818895e+01,5.6337381e+00,3.4031866e-02,3.4967596e-02,4.8803867e-02,1.6551669e+01,1.6647221e+01,1.6830749e+01
1.6600000e+01,5.0000000e+01,2.0995058e+01,5.6611575e+00,3.3949209e-02,3.4691542e-02,4.8488033e-02,1.6651563e+01,1.6746980e+01,1.6929486e+01
1.6700000e+01,5.0000000e+01,2.1069011e+01,5.6832556e+00,3.3867258e-02,3.4480807e-02,4.8136499e-02,1.6751526e+01,1.6846906e+01,1.7028704e+01
1.6800000e+01,5.0000000e+01,2.1184709e+01,5.7094621e+00,3.3768680e-02,3.4250973e-02,4.7814262e-02,1.6851414e+01,1.6946625e+01,1.7127564e+01
1.6900000e+01,5.0000000e+01,2.1346413e+01,5.7347736e+00,3.3699160e-02,3.3990885e-02,4.7496389e-02,1.6951354e+01,1.7046516e+01,1.7226529e+01
1.7000000e+01,5.0000000e+01,2.1392612e+01,5.7574007e+00,3.3601012e-02,3.3807165e-02,4.7156373e-02,1.7051286e+01,1.7146340e+01,1.7325713e+01
1.7100000e+01,5.0000000e+01,2.1582967e+01,5.7852511e+00,3.3522674e-02,3.3538785e-02,4.6860974e-02,1.7151183e+01,1.7246113e+01,1.7424479e+01
1.7200000e+01,5.0000000e+01,2.1654625e+01,5.8071879e+00,3.3442220e-02,3.3341294e-02,4.6528124e-02,1.7251148e+01,1.7346043e+01,1.7523744e+01
1.7300000e+01,5.0000000e+01,2.1776755e+01,5.8334913e+00,3.3347715e-02,3.3120902e-02,4.6224982e-02,1.7351040e+01,1.7445775e+01,1.7622648e+01
1.7400000e+01,5.0000000e+01,2.1940430e+01,5.8587113e+00,3.3280384e-02,3.2874794e-02,4.5923624e-02,1.7450986e+01,1.7545681e+01,1.7721674e+01
1.7500000e+01,5.0000000e+01,2.1986819e+01,5.8813839e+00,3.3184973e-02,3.2701216e-02,4.5602208e-02,1.7550918e+01,1.7645508e+01,1.7820895e+01
1.7600000e+01,5.0000000e+01,2.2186329e+01,5.9093573e+00,3.3110390e-02,3.2443368e-02,4.5323712e-02,1.7650822e+01,1.7745299e+01,1.7919714e+01
1.7700000e+01,5.0000000e+01,2.2256001e+01,5.9313590e+00,3.3031601e-02,3.2258312e-02,4.5007418e-02,1.7750787e+01,1.7845233e+01,1.8019026e+01
1.7800000e+01,5.0000000e+01,2.2412695e+01,5.9583364e+00,3.2948018e-02,3.2030999e-02,4.4726284e-02,1.7850688e+01,1.7945003e+01,1.8117937e+01
1.7900000e+01,5.0000000e+01,2.2528951e+01,5.9815336e+00,3.2877969e-02,3.1824384e-02,4.4427072e-02,1.7950652e+01,1.8044948e+01,1.8217168e+01
1.8000000e+01,5.0000000e+01,2.2613483e+01,6.0061968e+00,3.2784362e-02,3.1640956e-02,4.4135576e-02,1.8050563e+01,1.8144722e+01,1.8316265e+01
1.8100000e+01,5.0000000e+01,2.2811583e+01,6.0332458e+00,3.2718325e-02,3.1397820e-02,4.3865466e-02,1.8150494e+01,1.8244590e+01,1.8415234e+01
1.8200000e+01,5.0000000e+01,2.2854911e+01,6.0548863e+00,3.2632435e-02,3.1237483e-02,4.3563267e-02,1.8250447e+01,1.8344482e+01,1.8514583e+01
1.8300000e+01,5.0000000e+01,2.3038496e+01,6.0830342e+00,3.2553464e-02,3.1009743e-02,4.3302322e-02,1.8350346e+01,1.8444251e+01,1.8613479e+01
1.8400000e+01,5.0000000e+01,2.3151315e+01,6.1061176e+00,3.2484677e-02,3.0816748e-02,4.3016603e-02,1.8450313e+01,1.8544204e+01,1.8712768e+01
1.8500000e+01,5.0000000e+01,2.3241638e+01,6.1309178e+00,3.2394506e-02,3.0640353e-02,4.2741371e-02,1.8550226e+01,1.8643986e+01,1.8811894e+01
1.8600000e+01,5.0000000e+01,2.3446458e+01,6.1579598e+00,3.2331032e-02,3.0407973e-02,4.2485038e-02,1.8650162e+01,1.8743870e+01,1.8910919e+01
1.8700000e+01,5.0000000e+01,2.3489235e+01,6.1797626e+00,3.2247081e-02,3.0256668e-02,4.2197923e-02,1.8750115e+01,1.8843763e+01,1.9010299e+01
1.8800000e+01,5.0000000e+01,2.3684423e+01,6.2080550e+00,3.2171528e-02,3.0036202e-02,4.1952002e-02,1.8850019e+01,1.8943545e+01,1.9109230e+01
1.8900000e+01,5.0000000e+01,2.3797836e+01,6.2311236e+00,3.2104147e-02,2.9853630e-02,4.1680137e-02,1.8949987e+01,1.9043503e+01,1.9208559e+01
1.9000000e+01,5.0000000e+01,2.3920744e+01,6.2569267e+00,3.2021567e-02,2.9671798e-02,4.1423785e-02,1.9049903e+01,1.9143302e+01,1.9307677e+01
1.9100000e+01,5.0000000e+01,2.4088826e+01,6.2820204e+00,3.1959620e-02,2.9468717e-02,4.1168619e-02,1.9149862e+01,1.9243245e+01,1.9406893e+01
1.9200000e+01,5.0000000e+01,2.4142644e+01,6.3050648e+00,3.1872949e-02,2.9321465e-02,4.0902071e-02,1.9249795e+01,1.9343081e+01,1.9506206e+01
1.9300000e+01,5.0000000e+01,2.4368750e+01,6.3334293e+00,3.1807959e-02,2.9098998e-02,4.0669501e-02,1.9349719e+01,1.9442926e+01,1.9605201e+01
1.9400000e+01,5.0000000e+01,2.4431242e+01,6.3551890e+00,3.1733966e-02,2.8949179e-02,4.0402379e-02,1.9449686e+01,1.9542869e+01,1.9704644e+01
1.9500000e+01,5.0000000e+01,2.4590617e+01,6.3824918e+00,3.1654875e-02,2.8761885e-02,4.0166789e-02,1.9549594e+01,1.9642650e+01,1.9803701e+01
1.9600000e+01,5.0000000e+01,2.4760242e+01,6.4075717e+00,3.1594491e-02,2.8569748e-02,3.9922810e-02,1.9649556e+01,1.9742602e+01,1.9902970e+01
1.9700000e+01,5.0000000e+01,2.4818448e+01,6.4308122e+00,3.1510422e-02,2.8428257e-02,3.9670144e-02,1.9749490e+01,1.9842441e+01,2.0002303e+01
1.9800000e+01,5.0000000e+01,2.5054546e+01,6.4594291e+00,3.1447960e-02,2.8214427e-02,3.9448930e-02,1.9849418e+01,1.9942300e+01,2.0101342e+01
1.9900000e+01,5.0000000e+01,2.5116982e+01,6.4812839e+00,3.1375418e-02,2.8072517e-02,3.9194403e-02,1.9949385e+01,2.0042243e+01,2.0200812e+01
2.0000000e+01,5.0000000e+01,2.5285242e+01,6.5088499e+00,3.1299175e-02,2.7892253e-02,3.8970711e-02,2.0049296e+01,2.0142034e+01,2.0299904e+01
2.0100000e+01,5.0000000e+01,2.5458965e+01,6.5338252e+00,3.1240091e-02,2.7708955e-02,3.8738523e-02,2.0149260e+01,2.0241993e+01,2.0399209e+01
2.0200000e+01,5.0000000e+01,2.5539937e+01,6.5579356e+00,3.1160572e-02,2.7566099e-02,3.8501034e-02,2.0249194e+01,2.0341837e+01,2.0498536e+01
2.0300000e+01,5.0000000e+01,2.5764803e+01,6.5852698e+00,3.1103414e-02,2.7368188e-02,3.8283023e-02,2.0349145e+01,2.0441761e+01,2.0597727e+01
2.0400000e+01,5.0000000e+01,2.5804809e+01,6.6069931e+00,3.1025449e-02,2.7242795e-02,3.8040689e-02,2.0449098e+01,2.0541658e+01,2.0697198e+01
2.0500000e+01,5.0000000e+01,2.6034975e+01,6.6360598e+00,3.0959470e-02,2.7048861e-02,3.7834350e-02,2.0549018e+01,2.0641484e+01,2.0796269e+01
2.0600000e+01,5.0000000e+01,2.6142327e+01,6.6590062e+00,3.0895861e-02,2.6900389e-02,3.7600720e-02,2.0648990e+01,2.0741457e+01,2.0895739e+01
2.0700000e+01,5.0000000e+01,2.6262217e+01,6.6847651e+00,3.0818152e-02,2.6751149e-02,3.7383141e-02,2.0748911e+01,2.0841267e+01,2.0994984e+01
2.0800000e+01,5.0000000e+01,2.6493027e+01,6.7121402e+00,3.0762570e-02,2.6562245e-02,3.7174590e-02,2.0848866e+01,2.0941202e+01,2.1094218e+01
2.0900000e+01,5.0000000e+01,2.6533684e+01,6.7341905e+00,3.0686508e-02,2.6443075e-02,3.6943078e-02,2.0948819e+01,2.1041099e+01,2.1193713e+01
2.1000000e+01,5.0000000e+01,2.6778003e+01,6.7635247e+00,3.0623196e-02,2.6255090e-02,3.6746981e-02,2.1048743e+01,2.1140938e+01,2.1292817e+01
2.1100000e+01,5.0000000e+01,2.6886351e+01,6.7863436e+00,3.0560762e-02,2.6114161e-02,3.6523802e-02,2.1148717e+01,2.1240913e+01,2.1392319e+01
2.1200000e+01,5.0000000e+01,2.7014741e+01,6.8125232e+00,3.0485514e-02,2.5969986e-02,3.6316787e-02,2.1248639e+01,2.1340729e+01,2.1491584e+01
2.1300000e+01,5.0000000e+01,2.7252070e+01,6.8399781e+00,3.0431301e-02,2.5789690e-02,3.6117043e-02,2.1348597e+01,2.1440672e+01,2.1590860e+01
2.1400000e+01,5.0000000e+01,2.7299863e+01,6.8622217e+00,3.0357330e-02,2.5674020e-02,3.5897357e-02,2.1448549e+01,2.1540569e+01,2.1690365e+01
2.1500000e+01,5.0000000e+01,2.7570436e+01,6.8915073e+00,3.0301731e-02,2.5487771e-02,3.5708442e-02,2.1548492e+01,2.1640468e+01,2.1789550e+01
2.1600000e+01,5.0000000e+01,2.7621280e+01,6.9131757e+00,3.0233051e-02,2.5372984e-02,3.5489300e-02,2.1648458e+01,2.1740414e+01,2.1889122e+01
2.1700000e+01,5.0000000e+01,2.7829544e+01,6.9417379e+00,3.0165851e-02,2.5211304e-02,3.5301215e-02,2.1748381e+01,2.1840237e+01,2.1988311e+01
2.1800000e+01,5.0000000e+01,2.8007826e+01,6.9666245e+00,3.0110442e-02,2.5059061e-02,3.5099688e-02,2.1848353e+01,2.1940217e+01,2.2087759e+01
2.1900000e+01,5.0000000e+01,2.8081586e+01,6.9906400e+00,3.0036016e-02,2.4941786e-02,3.4895927e-02,2.1948290e+01,2.2040070e+01,2.2187189e+01
2.2000000e+01,5.0000000e+01,2.8361836e+01,7.0199648e+00,2.9982049e-02,2.4763116e-02,3.4715098e-02,2.2048236e+01,2.2139979e+01,2.2286414e+01
2.2100000e+01,5.0000000e+01,2.8411382e+01,7.0416828e+00,2.9914811e-02,2.4654453e-02,3.4505008e-02,2.2148203e+01,2.2239927e+01,2.2386012e+01
2.2200000e+01,5.0000000e+01,2.8635940e+01,7.0705482e+00,2.9850192e-02,2.4496738e-02,3.4326300e-02,2.2248129e+01,2.2339760e+01,2.2485224e+01
2.2300000e+01,5.0000000e+01,2.8816734e+01,7.0955371e+00,2.9795858e-02,2.4352221e-02,3.4132488e-02,2.2348103e+01,2.2439745e+01,2.2584708e+01
2.2400000e+01,5.0000000e+01,2.8895978e+01,7.1197192e+00,2.9723391e-02,2.4239171e-02,3.3938254e-02,2.2448040e+01,2.2539600e+01,2.2684154e+01
2.2500000e+01,5.0000000e+01,2.9184672e+01,7.1483052e+00,2.9675155e-02,2.4067908e-02,3.3760751e-02,2.2548006e+01,2.2639569e+01,2.2783490e+01
2.2600000e+01,5.0000000e+01,2.9226518e+01,7.1705769e+00,2.9604498e-02,2.3966936e-02,3.3562648e-02,2.2647958e+01,2.2739468e+01,2.2883050e+01
2.2700000e+01,5.0000000e+01,2.9519671e+01,7.2008967e+00,2.9548375e-02,2.3799233e-02,3.3395388e-02,2.2747895e+01,2.2839342e+01,2.2982266e+01
2.2800000e+01,5.0000000e+01,2.9618471e+01,7.2236415e+00,2.9488870e-02,2.3684595e-02,3.3200434e-02,2.2847870e+01,2.2939323e+01,2.3081875e+01
2.2900000e+01,5.0000000e+01,2.9781443e+01,7.2506193e+00,2.9421363e-02,2.3555150e-02,3.3025092e-02,2.2947799e+01,2.3039159e+01,2.3181212e+01
2.3000000e+01,5.0000000e+01,3.0041776e+01,7.2782487e+00,2.9371198e-02,2.3401184e-02,3.2851096e-02,2.3047767e+01,2.3139128e+01,2.3280621e+01
2.3100000e+01,5.0000000e+01,3.0080812e+01,7.3006485e+00,2.9301887e-02,2.3305797e-02,3.2660930e-02,2.3147718e+01,2.3239028e+01,2.3380203e+01
2.3200000e+01,5.0000000e+01,3.0386307e+01,7.3312421e+00,2.9247468e-02,2.3144525e-02,3.2500279e-02,2.3247659e+01,2.3338912e+01,2.3479455e+01
2.3300000e+01,5.0000000e+01,3.0484400e+01,7.3538194e+00,2.9189014e-02,2.3035835e-02,3.2313067e-02,2.3347635e+01,2.3438895e+01,2.3579092e+01
2.3400000e+01,5.0000000e+01,3.0656855e+01,7.3811602e+00,2.9123534e-02,2.2910898e-02,3.2145069e-02,2.3447566e+01,2.3538738e+01,2.3678451e+01
2.3500000e+01,5.0000000e+01,3.0928065e+01,7.4088579e+00,2.9074675e-02,2.2762835e-02,3.1978099e-02,2.3547537e+01,2.3638714e+01,2.3777893e+01
2.3600000e+01,5.0000000e+01,3.0966270e+01,7.4313133e+00,2.9006894e-02,2.2672106e-02,3.1795565e-02,2.3647489e+01,2.3738617e+01,2.3877494e+01
2.3700000e+01,5.0000000e+01,3.1308755e+01,7.4618148e+00,2.8959083e-02,2.2511104e-02,3.1640129e-02,2.3747446e+01,2.3838557e+01,2.3976820e+01
2.3800000e+01,5.0000000e+01,3.1352205e+01,7.4834208e+00,2.8895759e-02,2.2420491e-02,3.1458024e-02,2.3847412e+01,2.3938505e+01,2.4076486e+01
2.3900000e+01,5.0000000e+01,3.1630715e+01,7.5135288e+00,2.8838178e-02,2.2278115e-02,3.1304886e-02,2.3947348e+01,2.4038366e+01,2.4175785e+01
2.4000000e+01,5.0000000e+01,3.1815241e+01,7.5384454e+00,2.8786529e-02,2.2157744e-02,3.1134349e-02,2.4047326e+01,2.4138362e+01,2.4275378e+01
2.4100000e+01,5.0000000e+01,3.1919222e+01,7.5634353e+00,2.8720472e-02,2.2056734e-02,3.0968115e-02,2.4147266e+01,2.4238227e+01,2.4374873e+01
2.4200000e+01,5.0000000e+01,3.2259742e+01,7.5936119e+00,2.8672861e-02,2.1905471e-02,3.0817355e-02,2.4247227e+01,2.4338173e+01,2.4474247e+01
2.4300000e+01,5.0000000e+01,3.2299636e+01,7.6153000e+00,2.8610519e-02,2.1819904e-02,3.0642166e-02,2.4347192e+01,2.4438121e+01,2.4573931e+01
2.4400000e+01,5.0000000e+01,3.2595787e+01,7.6457330e+00,2.8554646e-02,2.1681652e-02,3.0495650e-02,2.4447130e+01,2.4537988e+01,2.4673252e+01
2.4500000e+01,5.0000000e+01,3.2780659e+01,7.6706101e+00,2.8503632e-02,2.1567711e-02,3.0331125e-02,2.4547109e+01,2.4637986e+01,2.4772873e+01
2.4600000e+01,5.0000000e+01,3.2889906e+01,7.6958649e+00,2.8439215e-02,2.1470705e-02,3.0171497e-02,2.4647050e+01,2.4737855e+01,2.4872389e+01
2.4700000e+01,5.0000000e+01,3.3243047e+01,7.7263319e+00,2.8392676e-02,2.1325648e-02,3.0025971e-02,2.4747013e+01,2.4837807e+01,2.4971796e+01
2.4800000e+01,5.0000000e+01,3.3278176e+01,7.7477013e+00,2.8331284e-02,2.1244709e-02,2.9857722e-02,2.4846978e+01,2.4937755e+01,2.5071496e+01
2.4900000e+01,5.0000000e+01,3.3637177e+01,7.7791633e+00,2.8281993e-02,2.1102122e-02,2.9717328e-02,2.4946930e+01,2.5037668e+01,2.5170857e+01
