nmfreq,tauO,tauO,cO,cO,omegaO,omegaO
2.1100000e+01,5.0000000e+01,8.4158194e+00,2.8423723e-02,4.5682660e-02,2.1150894e+01,2.1273140e+01
2.1200000e+01,5.0000000e+01,8.4439489e+00,2.8351801e-02,4.5439531e-02,2.1250824e+01,2.1372767e+01
2.1300000e+01,5.0000000e+01,8.4768748e+00,2.8283652e-02,4.5192850e-02,2.1350712e+01,2.1472367e+01
2.1400000e+01,5.0000000e+01,8.5044458e+00,2.8220222e-02,4.4948882e-02,2.1450666e+01,2.1572061e+01
2.1500000e+01,5.0000000e+01,8.5367781e+00,2.8149503e-02,4.4709466e-02,2.1550555e+01,2.1671651e+01
2.1600000e+01,5.0000000e+01,8.5666430e+00,2.8088917e-02,4.4466702e-02,2.1650491e+01,2.1771341e+01
2.1700000e+01,5.0000000e+01,8.5957436e+00,2.8017078e-02,4.4235301e-02,2.1750405e+01,2.1870957e+01
2.1800000e+01,5.0000000e+01,8.6284743e+00,2.7955098e-02,4.3996399e-02,2.1850309e+01,2.1970606e+01
2.1900000e+01,5.0000000e+01,8.6559707e+00,2.7890021e-02,4.3765776e-02,2.1950253e+01,2.2070289e+01
2.2000000e+01,5.0000000e+01,8.6883137e+00,2.7821934e-02,4.3536445e-02,2.2050145e+01,2.2169898e+01
2.2100000e+01,5.0000000e+01,8.7179739e+00,2.7763337e-02,4.3304080e-02,2.2150084e+01,2.2269606e+01
2.2200000e+01,5.0000000e+01,8.7469829e+00,2.7693892e-02,4.3082660e-02,2.2250000e+01,2.2369238e+01
2.2300000e+01,5.0000000e+01,8.7797482e+00,2.7634231e-02,4.2853505e-02,2.2349908e+01,2.2468908e+01
2.2400000e+01,5.0000000e+01,8.8069005e+00,2.7570933e-02,4.2633153e-02,2.2449853e+01,2.2568603e+01
2.2500000e+01,5.0000000e+01,8.8394973e+00,2.7508466e-02,4.2410720e-02,2.2549754e+01,2.2668253e+01
2.2600000e+01,5.0000000e+01,8.8674665e+00,2.7449480e-02,4.2190775e-02,2.2649702e+01,2.2767975e+01
2.2700000e+01,5.0000000e+01,8.8980920e+00,2.7382292e-02,4.1977637e-02,2.2749605e+01,2.2867606e+01
2.2800000e+01,5.0000000e+01,8.9293913e+00,2.7326588e-02,4.1757243e-02,2.2849533e+01,2.2967322e+01
2.2900000e+01,5.0000000e+01,8.9566971e+00,2.7261830e-02,4.1548590e-02,2.2949467e+01,2.3067002e+01
2.3000000e+01,5.0000000e+01,8.9898733e+00,2.7201899e-02,4.1334408e-02,2.3049368e+01,2.3166668e+01
2.3100000e+01,5.0000000e+01,9.0174422e+00,2.7144561e-02,4.1123880e-02,2.3149318e+01,2.3266405e+01
2.3200000e+01,5.0000000e+01,9.0480803e+00,2.7079680e-02,4.0919327e-02,2.3249224e+01,2.3366052e+01
2.3300000e+01,5.0000000e+01,9.0792962e+00,2.7025877e-02,4.0707665e-02,2.3349155e+01,2.3465785e+01
2.3400000e+01,5.0000000e+01,9.1063298e+00,2.6963003e-02,4.0507825e-02,2.3449091e+01,2.3565479e+01
2.3500000e+01,5.0000000e+01,9.1393528e+00,2.6905099e-02,4.0302259e-02,2.3548996e+01,2.3665161e+01
2.3600000e+01,5.0000000e+01,9.1669034e+00,2.6849625e-02,4.0099984e-02,2.3648947e+01,2.3764913e+01
2.3700000e+01,5.0000000e+01,9.1980544e+00,2.6789033e-02,3.9901599e-02,2.3748857e+01,2.3864588e+01
2.3800000e+01,5.0000000e+01,9.2271641e+00,2.6736459e-02,3.9699837e-02,2.3848803e+01,2.3964350e+01
2.3900000e+01,5.0000000e+01,9.2559001e+00,2.6674029e-02,3.9508041e-02,2.3948724e+01,2.4064031e+01
2.4000000e+01,5.0000000e+01,9.2882860e+00,2.6620887e-02,3.9308556e-02,2.4048644e+01,2.4163757e+01
2.4100000e+01,5.0000000e+01,9.3148580e+00,2.6563608e-02,3.9117565e-02,2.4148593e+01,2.4263499e+01
2.4200000e+01,5.0000000e+01,9.3469994e+00,2.6504998e-02,3.8926285e-02,2.4248498e+01,2.4363180e+01
2.4300000e+01,5.0000000e+01,9.3757800e+00,2.6453781e-02,3.8732695e-02,2.4348446e+01,2.4462954e+01
2.4400000e+01,5.0000000e+01,9.4045335e+00,2.6393278e-02,3.8548334e-02,2.4448369e+01,2.4562649e+01
2.4500000e+01,5.0000000e+01,9.4368851e+00,2.6341888e-02,3.8356351e-02,2.4548292e+01,2.4662391e+01
2.4600000e+01,5.0000000e+01,9.4631175e+00,2.6286049e-02,3.8173157e-02,2.4648242e+01,2.4762143e+01
2.4700000e+01,5.0000000e+01,9.4952966e+00,2.6229387e-02,3.7989032e-02,2.4748150e+01,2.4861839e+01
2.4800000e+01,5.0000000e+01,9.5238152e+00,2.6179585e-02,3.7802984e-02,2.4848100e+01,2.4961626e+01
2.4900000e+01,5.0000000e+01,9.5531311e+00,2.6122067e-02,3.7624435e-02,2.4948024e+01,2.5061338e+01
