nmfreq,tauO,tauO,tauO,tauO,tauO,cO,cO,cO,cO,cO,omegaO,omegaO,omegaO,omegaO,omegaO
8.5198707e+00,9.8226948e+00,8.9297225e+00,8.1855789e+00,1.6337282e+00,4.4150826e-01,1.5267560e+00,1.5127096e+00,1.1329187e+00,1.0018447e+00,1.0278642e+00,9.3575726e+00,1.0946634e+01,1.2736073e+01,1.4640120e+01,1.7223341e+01
8.5301457e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.6486402e+00,4.4187016e-01,1.5258982e+00,1.5120956e+00,1.1328487e+00,9.9830927e-01,1.0281258e+00,9.3674314e+00,1.0956501e+01,1.2746882e+01,1.4651828e+01,1.7230369e+01
8.6514624e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.8392359e+00,4.4623585e-01,1.5137952e+00,1.5042111e+00,1.1321760e+00,9.5954682e-01,1.0323265e+00,9.4818550e+00,1.1067346e+01,1.2865348e+01,1.4777862e+01,1.7299623e+01
8.7467129e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.9825118e+00,4.4938518e-01,1.5024113e+00,1.4969745e+00,1.1308252e+00,9.3579726e-01,1.0350966e+00,9.5700904e+00,1.1148771e+01,1.2947723e+01,1.4861779e+01,1.7345245e+01
8.7845534e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.0320015e+00,4.5047598e-01,1.4976142e+00,1.4938300e+00,1.1299385e+00,9.2826200e-01,1.0358054e+00,9.6049862e+00,1.1180231e+01,1.2978369e+01,1.4892010e+01,1.7362869e+01
8.8485894e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1011356e+00,4.5211629e-01,1.4893143e+00,1.4881776e+00,1.1279201e+00,9.1800016e-01,1.0362966e+00,9.6640279e+00,1.1232771e+01,1.3028132e+01,1.4939905e+01,1.7393489e+01
8.8659304e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1166552e+00,4.5251567e-01,1.4870498e+00,1.4865813e+00,1.1272658e+00,9.1569341e-01,1.0362931e+00,9.6800368e+00,1.1246907e+01,1.3041252e+01,1.4952291e+01,1.7401979e+01
8.8800275e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1281957e+00,4.5281492e-01,1.4852074e+00,1.4852629e+00,1.1266980e+00,9.1395661e-01,1.0362571e+00,9.6930622e+00,1.1258382e+01,1.3051819e+01,1.4962193e+01,1.7408921e+01
8.9374761e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1648039e+00,4.5390971e-01,1.4777313e+00,1.4797160e+00,1.1240602e+00,9.0814683e-01,1.0356817e+00,9.7462829e+00,1.1305089e+01,1.3094168e+01,1.5001252e+01,1.7438181e+01
8.9566529e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1735557e+00,4.5421674e-01,1.4752622e+00,1.4778067e+00,1.1230673e+00,9.0659696e-01,1.0353653e+00,9.7641131e+00,1.1320704e+01,1.3108120e+01,1.5013918e+01,1.7448253e+01
9.0475858e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1948444e+00,4.5536392e-01,1.4639021e+00,1.4684283e+00,1.1176512e+00,9.0129640e-01,1.0331126e+00,9.8492418e+00,1.1395357e+01,1.3173833e+01,1.5072454e+01,1.7498250e+01
9.2314485e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1651946e+00,4.5639286e-01,1.4439062e+00,1.4484016e+00,1.1033833e+00,8.9684975e-01,1.0253087e+00,1.0025235e+01,1.1552789e+01,1.3310626e+01,1.5190823e+01,1.7612872e+01
9.2694240e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1525984e+00,4.5643140e-01,1.4404477e+00,1.4442024e+00,1.0999349e+00,8.9629029e-01,1.0232581e+00,1.0062344e+01,1.1586909e+01,1.3340547e+01,1.5216529e+01,1.7639072e+01
9.3387703e+00,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.1285146e+00,4.5643377e-01,1.4348319e+00,1.4365987e+00,1.0932670e+00,8.9503949e-01,1.0191683e+00,1.0130821e+01,1.1650990e+01,1.3397466e+01,1.5265623e+01,1.7689515e+01
9.5143152e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.0767003e+00,4.5619425e-01,1.4247508e+00,1.4184472e+00,1.0747682e+00,8.8840694e-01,1.0069108e+00,1.0308013e+01,1.1824368e+01,1.3558067e+01,1.5407269e+01,1.7834510e+01
9.5920681e+00,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.0686104e+00,4.5622932e-01,1.4218917e+00,1.4113327e+00,1.0664537e+00,8.8259811e-01,1.0008099e+00,1.0387750e+01,1.1905884e+01,1.3637699e+01,1.5480134e+01,1.7907040e+01
9.5964139e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.0687432e+00,4.5622986e-01,1.4217489e+00,1.4109567e+00,1.0660029e+00,8.8218558e-01,1.0004835e+00,1.0392214e+01,1.1910498e+01,1.3642291e+01,1.5484394e+01,1.7911141e+01
9.6199546e+00,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.0699162e+00,4.5630924e-01,1.4210028e+00,1.4089653e+00,1.0635914e+00,8.7989584e-01,9.9861458e-01,1.0416403e+01,1.1935586e+01,1.3667411e+01,1.5507859e+01,1.7933958e+01
9.8908377e+00,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.2376081e+00,4.5970355e-01,1.4093436e+00,1.3898632e+00,1.0433632e+00,8.3907710e-01,9.8204426e-01,1.0689163e+01,1.2217414e+01,1.3960541e+01,1.5794916e+01,1.8186010e+01
9.9295797e+00,9.8226948e+00,8.9297225e+00,8.1855788e+00,2.2810339e+00,4.6053450e-01,1.4065650e+00,1.3872929e+00,1.0415905e+00,8.3253136e-01,9.8073000e-01,1.0726796e+01,1.2254577e+01,1.3999017e+01,1.5833444e+01,1.8216364e+01
1.0151129e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.4868703e+00,4.6495279e-01,1.3859902e+00,1.3706118e+00,1.0320943e+00,8.0534779e-01,9.7523779e-01,1.0937626e+01,1.2452005e+01,1.4191963e+01,1.6020644e+01,1.8364441e+01
1.0243170e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.5126542e+00,4.6613662e-01,1.3764580e+00,1.3624832e+00,1.0271794e+00,8.0037078e-01,9.7273789e-01,1.1024728e+01,1.2530160e+01,1.4262400e+01,1.6084539e+01,1.8420089e+01
1.0400551e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.4697550e+00,4.6698932e-01,1.3612521e+00,1.3472534e+00,1.0163130e+00,7.9818583e-01,9.6720608e-01,1.1175587e+01,1.2665511e+01,1.4379639e+01,1.6185296e+01,1.8516647e+01
1.0532084e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.3789749e+00,4.6667592e-01,1.3511807e+00,1.3338286e+00,1.0044510e+00,7.9944616e-01,9.6099249e-01,1.1304929e+01,1.2785125e+01,1.4482695e+01,1.6270409e+01,1.8604486e+01
1.0638835e+01,9.8226948e+00,8.9297225e+00,8.1855788e+00,2.2861254e+00,4.6585450e-01,1.3456618e+00,1.3230409e+00,9.9273860e-01,8.0071872e-01,9.5439879e-01,1.1412768e+01,1.2889582e+01,1.4575389e+01,1.6346471e+01,1.8685398e+01
1.0795624e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1310448e+00,4.6375434e-01,1.3429320e+00,1.3086905e+00,9.7199766e-01,8.0073044e-01,9.4059991e-01,1.1576520e+01,1.3059581e+01,1.4736577e+01,1.6481952e+01,1.8832183e+01
1.0865727e+01,9.8226948e+00,8.9297225e+00,8.1855787e+00,2.0564533e+00,4.6248054e-01,1.3439351e+00,1.3034091e+00,9.6164187e-01,7.9929369e-01,9.3201216e-01,1.1651841e+01,1.3143150e+01,1.4822134e+01,1.6557238e+01,1.8914771e+01
1.1033158e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,1.8915344e+00,4.5946805e-01,1.3498689e+00,1.2950156e+00,9.3860418e-01,7.8944782e-01,9.0359156e-01,1.1834415e+01,1.3357371e+01,1.5063332e+01,1.6790291e+01,1.9172460e+01
1.1080984e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.8656913e+00,4.5912225e-01,1.3511549e+00,1.2935584e+00,9.3411094e-01,7.8403922e-01,8.9463754e-01,1.1885715e+01,1.3418080e+01,1.5136318e+01,1.6868157e+01,1.9256401e+01
1.1244111e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,1.9141556e+00,4.6137044e-01,1.3482600e+00,1.2886644e+00,9.2784465e-01,7.5716284e-01,8.7309045e-01,1.2051469e+01,1.3601672e+01,1.5355859e+01,1.7117916e+01,1.9501409e+01
1.1284375e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.9524083e+00,4.6250202e-01,1.3458949e+00,1.2871204e+00,9.2752084e-01,7.4976737e-01,8.7035273e-01,1.2090439e+01,1.3641375e+01,1.5401041e+01,1.7170042e+01,1.9546490e+01
1.1427977e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1126191e+00,4.6682103e-01,1.3343987e+00,1.2801386e+00,9.2655369e-01,7.2666604e-01,8.6527113e-01,1.2226341e+01,1.3772032e+01,1.5540447e+01,1.7325093e+01,1.9671034e+01
1.1475683e+01,9.8226948e+00,8.9297225e+00,8.1855788e+00,2.1608496e+00,4.6813615e-01,1.3299774e+00,1.2773349e+00,9.2587013e-01,7.2083309e-01,8.6432330e-01,1.2271011e+01,1.3813156e+01,1.5581392e+01,1.7368022e+01,1.9704705e+01
1.1584311e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.2419800e+00,4.7057733e-01,1.3196297e+00,1.2701858e+00,9.2321889e-01,7.1115663e-01,8.6236438e-01,1.2372844e+01,1.3905314e+01,1.5669081e+01,1.7455301e+01,1.9775215e+01
1.1654702e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.2682152e+00,4.7168516e-01,1.3130641e+00,1.2650705e+00,9.2060587e-01,7.0728896e-01,8.6088785e-01,1.2439298e+01,1.3965068e+01,1.5723755e+01,1.7506720e+01,1.9819267e+01
1.1712738e+01,9.8226948e+00,8.9297225e+00,8.1855787e+00,2.2745905e+00,4.7233683e-01,1.3079272e+00,1.2606359e+00,9.1792170e-01,7.0519173e-01,8.5939797e-01,1.2494557e+01,1.4014997e+01,1.5768753e+01,1.7547747e+01,1.9856137e+01
1.1812948e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.2556448e+00,4.7289211e-01,1.2999577e+00,1.2526472e+00,9.1213808e-01,7.0331426e-01,8.5604395e-01,1.2591253e+01,1.4103673e+01,1.5848296e+01,1.7618399e+01,1.9923086e+01
1.1821240e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.2525827e+00,4.7291384e-01,1.2993621e+00,1.2519747e+00,9.1159598e-01,7.0323246e-01,8.5570685e-01,1.2599338e+01,1.4111197e+01,1.5855075e+01,1.7624366e+01,1.9928945e+01
1.1884699e+01,9.8226948e+00,8.9297225e+00,8.1855785e+00,2.2227428e+00,4.7287639e-01,1.2951829e+00,1.2468014e+00,9.0711957e-01,7.0281677e-01,8.5284866e-01,1.2661680e+01,1.4169909e+01,1.5908370e+01,1.7671185e+01,1.9975501e+01
1.1927819e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.1968163e+00,4.7272521e-01,1.2927657e+00,1.2432969e+00,9.0376753e-01,7.0267298e-01,8.5051673e-01,1.2704543e+01,1.4211112e+01,1.5946379e+01,1.7704732e+01,2.0009636e+01
1.1942204e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.1870946e+00,4.7262917e-01,1.2920417e+00,1.2421332e+00,9.0258895e-01,7.0264382e-01,8.4966865e-01,1.2718939e+01,1.4225120e+01,1.5959436e+01,1.7716306e+01,2.0021518e+01
1.1975121e+01,9.8226948e+00,8.9297225e+00,8.1855786e+00,2.1632163e+00,4.7241403e-01,1.2905448e+00,1.2394963e+00,8.9979849e-01,7.0259965e-01,8.4752783e-01,1.2752059e+01,1.4257690e+01,1.5990109e+01,1.7743670e+01,2.0049960e+01
1.2116178e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.0395850e+00,4.7071853e-01,1.2868478e+00,1.2288882e+00,8.8651486e-01,7.0194710e-01,8.3512823e-01,1.2896945e+01,1.4406453e+01,1.6137053e+01,1.7879762e+01,2.0194957e+01
1.2244261e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.9157746e+00,4.6862760e-01,1.2869913e+00,1.2210152e+00,8.7408631e-01,6.9926651e-01,8.1789981e-01,1.3031977e+01,1.4554340e+01,1.6296209e+01,1.8041099e+01,2.0372193e+01
1.2359232e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.8456167e+00,4.6760225e-01,1.2877169e+00,1.2157555e+00,8.6571724e-01,6.9221566e-01,7.9946837e-01,1.3153014e+01,1.4690386e+01,1.6452462e+01,1.8216318e+01,2.0562892e+01
1.2460969e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.8644628e+00,4.6867482e-01,1.2860978e+00,1.2119525e+00,8.6219966e-01,6.8001307e-01,7.8639094e-01,1.3256664e+01,1.4803419e+01,1.6584161e+01,1.8373657e+01,2.0721865e+01
1.2549362e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,1.9453280e+00,4.7101313e-01,1.2822916e+00,1.2086472e+00,8.6127953e-01,6.6599049e-01,7.7979491e-01,1.3343523e+01,1.4893155e+01,1.6685999e+01,1.8496215e+01,2.0832192e+01
1.2624317e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.0456234e+00,4.7351769e-01,1.2776679e+00,1.2055816e+00,8.6108580e-01,6.5354423e-01,7.7698072e-01,1.3415487e+01,1.4964158e+01,1.6763467e+01,1.8587038e+01,2.0906010e+01
1.2685754e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.1385767e+00,4.7564789e-01,1.2732168e+00,1.2028224e+00,8.6091776e-01,6.4392276e-01,7.7584515e-01,1.3473762e+01,1.5019874e+01,1.6822045e+01,1.8653297e+01,2.0956531e+01
1.2733606e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.2099915e+00,4.7723905e-01,1.2694628e+00,1.2004984e+00,8.6062082e-01,6.3728020e-01,7.7529813e-01,1.3518891e+01,1.5062149e+01,1.6865124e+01,1.8700362e+01,2.0991787e+01
1.2767823e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.2590583e+00,4.7832252e-01,1.2666772e+00,1.1987467e+00,8.6029911e-01,6.3300166e-01,7.7500636e-01,1.3551090e+01,1.5091958e+01,1.6894851e+01,1.8732001e+01,2.1015440e+01
1.2788368e+01,9.8226948e+00,8.9297225e+00,8.1855789e+00,2.2871190e+00,4.7895567e-01,1.2649755e+00,1.1976596e+00,8.6005608e-01,6.3063898e-01,7.7484144e-01,1.3570409e+01,1.5109726e+01,1.6912326e+01,1.8750275e+01,2.1029193e+01
1.2795218e+01,9.8226948e+00,8.9297225e+00,8.1855790e+00,2.2922219e+00,4.7963794e-01,1.2581279e+00,1.1951990e+00,8.6065032e-01,6.3571063e-01,7.8374676e-01,1.3570046e+01,1.5092799e+01,1.6874044e+01,1.8686812e+01,2.0955201e+01
