nmfreq,tauO,tauO,tauO,tauO,cO,cO,cO,cO,omegaO,omegaO,omegaO,omegaO
1.0400551e+01,2.7001470e+00,1.2611525e+00,6.0661104e-01,2.7834687e-01,1.5471402e+00,2.3027544e+00,2.9960249e+00,2.9835577e+00,1.1422042e+01,1.2735383e+01,1.4945161e+01,1.9921941e+01
1.0532084e+01,2.8066164e+00,1.2723418e+00,6.0955889e-01,2.7872382e-01,1.5099474e+00,2.2868411e+00,2.9837554e+00,2.9782554e+00,1.1534021e+01,1.2831743e+01,1.5031614e+01,1.9996354e+01
1.0638835e+01,2.7926624e+00,1.2810731e+00,6.1078902e-01,2.7902644e-01,1.5075894e+00,2.2682004e+00,2.9700178e+00,2.9679689e+00,1.1640076e+01,1.2931942e+01,1.5121807e+01,2.0081639e+01
1.0795624e+01,2.8398190e+00,1.3112496e+00,6.1303269e-01,2.7912186e-01,1.4999654e+00,2.2292276e+00,2.9551842e+00,2.9582663e+00,1.1795552e+01,1.3075326e+01,1.5242798e+01,2.0192602e+01
1.0865727e+01,2.9345210e+00,1.3311504e+00,6.1475276e-01,2.7907083e-01,1.4826390e+00,2.2108550e+00,2.9519307e+00,2.9583560e+00,1.1857922e+01,1.3128232e+01,1.5284107e+01,2.0226143e+01
1.1033158e+01,3.3165879e+00,1.3801881e+00,6.1991402e-01,2.7903334e-01,1.4160552e+00,2.1735784e+00,2.9473062e+00,2.9631420e+00,1.1992750e+01,1.3235079e+01,1.5366345e+01,2.0285891e+01
1.1080984e+01,3.4454605e+00,1.3920580e+00,6.2140713e-01,2.7907976e-01,1.3952177e+00,2.1650643e+00,2.9456645e+00,2.9641597e+00,1.2029966e+01,1.3264269e+01,1.5389947e+01,2.0303221e+01
1.1244111e+01,3.7726322e+00,1.4183774e+00,6.2570626e-01,2.7950528e-01,1.3414866e+00,2.1418777e+00,2.9344093e+00,2.9609225e+00,1.2164897e+01,1.3377590e+01,1.5488857e+01,2.0384805e+01
1.1284375e+01,3.7944893e+00,1.4216580e+00,6.2649365e-01,2.7964648e-01,1.3356690e+00,2.1367379e+00,2.9298052e+00,2.9581486e+00,1.2201974e+01,1.3411424e+01,1.5519656e+01,2.0412547e+01
1.1427977e+01,3.7370600e+00,1.4326756e+00,6.2840842e-01,2.8007334e-01,1.3356078e+00,2.1152126e+00,2.9103889e+00,2.9441922e+00,1.2346062e+01,1.3549141e+01,1.5644788e+01,2.0530064e+01
1.1475683e+01,3.7319125e+00,1.4402270e+00,6.2903856e-01,2.8014632e-01,1.3364706e+00,2.1056866e+00,2.9045892e+00,2.9401884e+00,1.2394806e+01,1.3595742e+01,1.5685578e+01,2.0567949e+01
1.1584311e+01,3.8473743e+00,1.4683928e+00,6.3116276e-01,2.8019857e-01,1.3265556e+00,2.0804026e+00,2.8951064e+00,2.9353649e+00,1.2499798e+01,1.3692274e+01,1.5766190e+01,2.0639140e+01
1.1654702e+01,4.0231045e+00,1.4922377e+00,6.3304729e-01,2.8020059e-01,1.3102430e+00,2.0632878e+00,2.8912535e+00,2.9350524e+00,1.2562543e+01,1.3746844e+01,1.5809638e+01,2.0674433e+01
1.1712738e+01,4.2180924e+00,1.5129075e+00,6.3478658e-01,2.8022397e-01,1.2925776e+00,2.0497613e+00,2.8887656e+00,2.9356262e+00,1.2611875e+01,1.3788417e+01,1.5842330e+01,2.0699664e+01
1.1812948e+01,4.6164904e+00,1.5457235e+00,6.3786446e-01,2.8033906e-01,1.2585057e+00,2.0292218e+00,2.8843953e+00,2.9364134e+00,1.2694679e+01,1.3857299e+01,1.5897922e+01,2.0742516e+01
1.1821240e+01,4.6500051e+00,1.5480730e+00,6.3812653e-01,2.8035738e-01,1.2557315e+00,2.0277453e+00,2.8839147e+00,2.9364168e+00,1.2701522e+01,1.3863042e+01,1.5902704e+01,2.0746214e+01
1.1884699e+01,4.8878202e+00,1.5638276e+00,6.3993414e-01,2.8050613e-01,1.2360736e+00,2.0171938e+00,2.8800165e+00,2.9355766e+00,1.2754598e+01,1.3908104e+01,1.5941139e+01,2.0777395e+01
1.1927819e+01,5.0126728e+00,1.5716581e+00,6.4102293e-01,2.8063002e-01,1.2251944e+00,2.0110693e+00,2.8765645e+00,2.9340759e+00,1.2791868e+01,1.3940695e+01,1.5969980e+01,2.0801962e+01
1.1942204e+01,5.0428479e+00,1.5738590e+00,6.4134887e-01,2.8068296e-01,1.2222815e+00,2.0090656e+00,2.8753170e+00,2.9333429e+00,1.2804636e+01,1.3952067e+01,1.5980161e+01,2.0810925e+01
1.1975121e+01,5.0934649e+00,1.5775624e+00,6.4208594e-01,2.8080052e-01,1.2166839e+00,2.0050827e+00,2.8718912e+00,2.9313811e+00,1.2834479e+01,1.3979102e+01,1.6004793e+01,2.0832784e+01
1.2116178e+01,4.9893488e+00,1.5840594e+00,6.4416368e-01,2.8131318e-01,1.2142478e+00,1.9890401e+00,2.8529239e+00,2.9176288e+00,1.2974243e+01,1.4112660e+01,1.6128615e+01,2.0948686e+01
1.2244261e+01,4.9061531e+00,1.6021888e+00,6.4596215e-01,2.8156235e-01,1.2199702e+00,1.9679063e+00,2.8359994e+00,2.9059085e+00,1.3106722e+01,1.4241376e+01,1.6243562e+01,2.1055791e+01
1.2359232e+01,5.2034492e+00,1.6424851e+00,6.4885723e-01,2.8161507e-01,1.2064741e+00,1.9417451e+00,2.8264825e+00,2.9025695e+00,1.3215942e+01,1.4341832e+01,1.6326305e+01,2.1126053e+01
1.2460969e+01,5.7648647e+00,1.6878196e+00,6.5223713e-01,2.8166511e-01,1.1803696e+00,1.9177347e+00,2.8210042e+00,2.9033755e+00,1.3304595e+01,1.4418942e+01,1.6387024e+01,2.1172683e+01
1.2549362e+01,6.4032772e+00,1.7249212e+00,6.5526655e-01,2.8179348e-01,1.1534522e+00,1.8992604e+00,2.8165366e+00,2.9040587e+00,1.3378861e+01,1.4482272e+01,1.6438028e+01,2.1211540e+01
1.2624317e+01,6.9288983e+00,1.7494551e+00,6.5758118e-01,2.8199236e-01,1.1326462e+00,1.8863148e+00,2.8117883e+00,2.9030644e+00,1.3442540e+01,1.4537388e+01,1.6484784e+01,2.1249252e+01
1.2685754e+01,7.2264146e+00,1.7622911e+00,6.5919535e-01,2.8219445e-01,1.1199139e+00,1.8779642e+00,2.8065228e+00,2.9005069e+00,1.3496882e+01,1.4585958e+01,1.6528163e+01,2.1286561e+01
1.2733606e+01,7.3181477e+00,1.7675266e+00,6.6017042e-01,2.8238931e-01,1.1138637e+00,1.8727000e+00,2.8014936e+00,2.8971492e+00,1.3541296e+01,1.4626948e+01,1.6565922e+01,2.1320700e+01
1.2767823e+01,7.2993921e+00,1.7688960e+00,6.6075692e-01,2.8252801e-01,1.1119109e+00,1.8695339e+00,2.7972634e+00,2.8940767e+00,1.3574380e+01,1.4658247e+01,1.6595289e+01,2.1347948e+01
1.2788368e+01,7.2578866e+00,1.7691371e+00,6.6103976e-01,2.8260239e-01,1.1116955e+00,1.8677140e+00,2.7945526e+00,2.8919940e+00,1.3594786e+01,1.4677846e+01,1.6613777e+01,2.1365368e+01
1.2795218e+01,6.4293938e+00,1.7302427e+00,6.5948411e-01,2.8288730e-01,1.1306041e+00,1.8791183e+00,2.7873807e+00,2.8824957e+00,1.3611377e+01,1.4699730e+01,1.6643951e+01,2.1402408e+01
